,project,has_repo,repo_sha,repo_commits,repo_size,has_wiki,wiki_sha,wiki_commits,wiki_size,image_refs,normal_analysis,has_readme,wiki_pages,extended_analysis,has_readme_ever,wiki_pages_ever
129,sdmg15/Best-websites-a-programmer-should-visit,TRUE,d5a396b5b136db9e93ab52b49613878ebe6412e6,551,1948,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
130,GrowingGit/GitHub-Chinese-Top-Charts,TRUE,b8fa4c46d252fa3067e7bf21acaa6697f4e99c64,304,46704,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
131,apache/superset,TRUE,8b7262fa9040b6bc956dfa2c191953fe3b65bea6,9346,558512,TRUE,a616d006d10d211e0157ae159df7e2201fa723b7,92,368,59,COMPLETED,TRUE,15,TIMEOUT,,
132,moment/moment,TRUE,c5b23348783dfecc8203446b2dad57c8a55501ff,1654,36412,FALSE,,,,8,COMPLETED,TRUE,0,COMPLETED,TRUE,0
133,TheAlgorithms/Java,TRUE,678ec396fc62fbe570604af8d2b2e66c82918b14,853,5780,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
134,tiangolo/fastapi,TRUE,1876ebc77949a9a254909ec61ea0c09365169ec2,2122,29144,FALSE,,,,24,COMPLETED,TRUE,0,COMPLETED,TRUE,0
135,ReactiveX/RxJava,TRUE,753f630f36f3271b0087f69569295878572f8683,3211,162424,TRUE,f9020f4144b1811ee1c0ce7aa3e40386427d3310,1697,989432,773,COMPLETED,TRUE,37,TIMEOUT,,
136,google/material-design-icons,,,,,,,,,,,,,,,
137,strapi/strapi,TRUE,02768b6fffd998c52c5e36d14fd3cd3bb30f8cd0,2842,395148,TRUE,b3a4f44c710e14eea1579f8c74fd3b3150752e7f,66,368,8,COMPLETED,TRUE,27,COMPLETED,TRUE,28
138,jgthms/bulma,TRUE,644542a3c838b6569bbc1b13547b436b755c0714,1468,210080,FALSE,,,,9,COMPLETED,TRUE,0,COMPLETED,TRUE,0
139,python/cpython,TRUE,affa9f22cfd1e83a5fb413e5ce2feef9ea1a49ac,78526,622284,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
140,tesseract-ocr/tesseract,TRUE,cc06ae456ee9c94b5dea8636df8b1faf34a2e01d,3665,63700,TRUE,b75ac8e51e509777bd1c168a7d5fb42abb960e8c,1691,4944,8,COMPLETED,TRUE,47,TIMEOUT,,
141,syncthing/syncthing,TRUE,0e79b532cf800ad2959cd00265439ec3300b58bc,5333,140628,TRUE,8e26ea80a7f6dd8f93722cce0f12f3e31944f955,421,2792,7,COMPLETED,TRUE,10,COMPLETED,TRUE,57
142,junegunn/fzf,TRUE,70529878e20cf0367ca25b0aa9dbf1f51062f5e0,1859,5992,TRUE,e8c1f8c78ea2bcf7bda3522ed32616127c4b9a59,697,696,40,COMPLETED,TRUE,15,COMPLETED,TRUE,33
143,ageitgey/face_recognition,TRUE,2e2dccea9dd0ce730c8d464d0f67c6eebb40c9d1,212,119680,TRUE,d2bea81526ce21fa2a18cafe7392269926507447,17,236,13,COMPLETED,TRUE,9,COMPLETED,TRUE,9
144,google/guava,TRUE,d8633ac8539dae52c8361f79c7a0dbd9ad6dd2c4,5826,444524,TRUE,faa2a82398d9eeabd5251276cc3567f1afa4c06c,281,1460,5,COMPLETED,TRUE,66,TIMEOUT,,
145,jekyll/jekyll,TRUE,8896e125ef8bb32603f1ebb1cd60d560f8ea7dfa,7014,53820,TRUE,b4df5152ee21f24743368d68a2444b161aeee7d4,3810,2488,1,COMPLETED,FALSE,9,COMPLETED,FALSE,230
146,sindresorhus/awesome-nodejs,TRUE,bc5a8e8257a3c07f8b8b1a3a6019438f706a0c22,679,2040,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
147,NARKOZ/hacker-scripts,TRUE,eaac6912454dceb2dc52a7a399240354131a905f,79,596,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
148,hoppscotch/hoppscotch,TRUE,8fefd378629642f103ea5e5f79ca90312a0ebb87,2138,69708,TRUE,42379e51fdbf17a179cfc0ae81831dec41d9257b,138,336,35,COMPLETED,TRUE,17,COMPLETED,TRUE,22
149,soimort/you-get,TRUE,c0151a97756990bca525598dc37db476cd6c34d4,1763,4876,TRUE,aa779775d4bd85005f1d3fddaffe9e4c86b6e8dd,78,308,9,COMPLETED,TRUE,13,COMPLETED,TRUE,17
150,scrapy/scrapy,TRUE,6e878490e823a8105276b71ca5f6dc789465d330,4452,29900,TRUE,7ee01b9b64e3759c9755fa935743916054c8abbc,377,456,0,COMPLETED,FALSE,9,COMPLETED,FALSE,35
151,Anduin2017/HowToCook,TRUE,505c796e30da5cce406ffb39c6799ca27fdb5bbc,873,658700,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
152,prettier/prettier,TRUE,fde0b49d7866e203ca748c306808a87b7c15548f,6328,150148,TRUE,611a06a02f12e5a4e8e64c4ae90562741b16ff13,53,228,11,COMPLETED,TRUE,4,COMPLETED,TRUE,4
153,prometheus/prometheus,TRUE,a0aec2db82c98702a3acf625d1ea397da04d07e2,4592,183252,TRUE,f6f77a09b8477b6756a51d1fab7806202e595fd9,1570,1004,8,COMPLETED,TRUE,6,TIMEOUT,,
154,meteor/meteor,TRUE,05562e5a6005ff7bd355cb9696474ad5c6bf9968,882,156548,TRUE,6aa35646002f2e054f332b91aa8a840fd1de4d54,820,12420,4,COMPLETED,TRUE,48,TIMEOUT,,
155,serverless/serverless,TRUE,ea87ff523314b1ecdfe2adbaba34db09e963f8e0,6451,110784,TRUE,d7afce31fa89b1fba56ff2d95c3bebef38471c38,98,244,9,COMPLETED,TRUE,4,COMPLETED,TRUE,18
156,wasabeef/awesome-android-ui,TRUE,c7e7c25a30d174ed48a860ba84926187ef3d1e40,324,1186072,TRUE,5f014894c16eadac15f107e26119753986176c64,1,188,3,COMPLETED,TRUE,1,COMPLETED,TRUE,1
157,tauri-apps/tauri,TRUE,09241f9aca4ca339ef87112d3adf67c3a7d57d4a,2067,87576,TRUE,ef204f9c97ab690fa7a42531f37831953cfc629f,75,324,11,COMPLETED,TRUE,17,COMPLETED,TRUE,19
158,juliangarnier/anime,TRUE,3ebfd913a04f7dc59cc3d52e38275272a5a12ae6,286,56808,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
159,minimaxir/big-list-of-naughty-strings,TRUE,db33ec7b1d5d9616a88c76394b7d0897bd0b97eb,124,796,TRUE,0b5106d6de2962af620957bd914c683d546785c6,1,188,1,COMPLETED,TRUE,1,COMPLETED,TRUE,1
160,git/git,TRUE,5b71c59bc3b9365075e2a175aa7b6f2b0c84ce44,20647,261404,TRUE,e00a0080ec0c3b83faae27cfa323a60a89a6b656,4,188,1,COMPLETED,TRUE,1,COMPLETED,TRUE,2
161,square/okhttp,TRUE,ca6425d9487c8de4db4b6332050f1af7c812d7c7,3135,60168,TRUE,8d5187a3aabdb8095ac08b6530bc6a7e7917f9e2,241,1980,0,COMPLETED,TRUE,13,COMPLETED,TRUE,118
162,aymericdamien/TensorFlow-Examples,TRUE,6dcbe14649163814e72a22a999f20c5e247ce988,191,24136,TRUE,adb57b19b650799d9130d6407e9a67e6be6a8036,10,188,0,COMPLETED,TRUE,1,COMPLETED,TRUE,1
163,ziishaned/learn-regex,TRUE,40f1207d9a1329ee2a498bfd3c67f14acd103010,201,2076,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
164,JetBrains/kotlin,TRUE,c9f0eeea3b9db41ac2c03ea1d7a3e5133875c313,80650,2083140,TRUE,28961a8063dbc180bd75ca0c5cf58bc30c795a15,2,188,0,COMPLETED,FALSE,1,TIMEOUT,,
165,localstack/localstack,TRUE,21671ac0a1fc75c631edbf288841d424af9f7ee9,3049,35148,FALSE,,,,23,COMPLETED,TRUE,0,COMPLETED,TRUE,0
166,caddyserver/caddy,TRUE,0b6f7643569690b9a3defe989fb2e0c2607215ec,1284,19872,TRUE,b16052dbe34731088bd3bdb8b38983e52290d4df,405,520,11,COMPLETED,TRUE,9,COMPLETED,TRUE,40
167,Solido/awesome-flutter,TRUE,2cffbeb25070894ee7f153c1e9263a453e673f9a,1103,4596,FALSE,,,,9,COMPLETED,TRUE,0,COMPLETED,TRUE,0
168,babel/babel,TRUE,f0ec180eb7f9d663f6f328e1c342ac380ffb2237,10032,274656,TRUE,dfcb9bb108bfa1f60f7b042a1a58180943f4e10e,134,284,27,COMPLETED,TRUE,8,COMPLETED,TRUE,14
169,bradtraversy/design-resources-for-developers,TRUE,558358a85e96512481b590e23b7ae0e146b3dc6d,804,5564,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
170,MunGell/awesome-for-beginners,TRUE,5046196de30e4b5a357989bb8606122a1378172b,364,780,TRUE,75d539bf0a28fd86cbf5f16883629d13193db664,1,188,5,COMPLETED,TRUE,1,COMPLETED,TRUE,1
171,nuxt/nuxt.js,TRUE,a10e5dd49fc06dc8b9e2a8983b10f2d025ad7328,3614,55748,TRUE,1172ea9e46b9d2f943325c733880c4b7aaf286c6,18,264,18,COMPLETED,TRUE,6,COMPLETED,TRUE,7
172,yarnpkg/yarn,TRUE,6db39cf0ff684ce4e7de29669046afb8103fce3d,2100,232044,FALSE,,,,10,COMPLETED,TRUE,0,COMPLETED,TRUE,0
173,TryGhost/Ghost,TRUE,b46e7deae5d9d8c59b217749de273740dd5c007a,12394,166052,TRUE,3447d48730e8828bae4f36dae525036dbd9d9e06,1240,932,10,COMPLETED,TRUE,9,TIMEOUT,,
174,prakhar1989/awesome-courses,TRUE,43d8a150ba4ae3d374da22db17685153a4a1eb1c,295,1792,TRUE,b24ad347bba04c2b911ee1bf4e1a7ed5cf68a509,30,312,1,COMPLETED,TRUE,30,COMPLETED,TRUE,30
175,astaxie/build-web-application-with-golang,TRUE,184e305820792744530b786a99a3a11fd711143b,1063,197384,TRUE,e30b7355e9cee7a7f6245295cfeefe657773bcb1,9,200,12,COMPLETED,TRUE,3,COMPLETED,TRUE,3
176,gogs/gogs,TRUE,4a3dc6c774c96cba6f1e5236b805bffe18f04124,4078,228448,TRUE,a76678c4025a61415d7d104728872b8eac871728,365,332,4,COMPLETED,TRUE,2,TIMEOUT,,
177,square/retrofit,TRUE,6cd6f7d8287f73909614cb7300fcde05f5719750,1101,10384,TRUE,f2d28467afb0bb90ff11e150f651c4b7301679ad,73,224,1,COMPLETED,TRUE,4,COMPLETED,TRUE,15
178,danielmiessler/SecLists,TRUE,4eb28683abe9bea5b015f2fbb3fad621207f7ee2,577,2442960,TRUE,b1cd9e0df0660b7b6887807df6f42c7a4cea28ad,3,188,2,TIMEOUT,,,TIMEOUT,,
179,JuliaLang/julia,TRUE,30e82049ba961dc91f938360c45e95d59526b8ab,27130,284440,TRUE,38616156084646a24f6eabf5d2e5551363ee24f2,619,992,5,COMPLETED,TRUE,14,TIMEOUT,,
180,vsouza/awesome-ios,TRUE,b6558bf12b801dffaffeaaff255708fcd67f22d4,3873,14928,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
181,DefinitelyTyped/DefinitelyTyped,TRUE,47bba6d10f4c0159666c4199b8e6f487b726926b,43102,1450568,TRUE,f4d8d8e42e43617292cc467c0591701a83d4c12b,61,224,3,COMPLETED,TRUE,3,TIMEOUT,,
182,facebook/jest,TRUE,920b0e3f8d888fd1573e5b002b1c43f267d93c6d,5706,331532,TRUE,56b59c234d651db17f5f9905f96938d1478612e3,2,188,21,COMPLETED,TRUE,1,COMPLETED,TRUE,1
183,iamkun/dayjs,TRUE,74e82b9da5ec8b90361fc27ac7c8b63faf354502,374,9016,FALSE,,,,17,COMPLETED,TRUE,0,COMPLETED,TRUE,0
184,microsoft/playwright,TRUE,e5372c34219ab14c2eb149983853c60982b760d7,8028,180572,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
185,ocornut/imgui,TRUE,37a07858a913be5b4e932fcb38857566f24ff47a,4454,93960,TRUE,12b37f31e47dcbc0f2700dd5e8ecd5fb0847369f,1345,9604,70,COMPLETED,FALSE,18,TIMEOUT,,
186,tldr-pages/tldr,TRUE,1a57ff5df8c8e3ca81189ec01dafb652419ea211,8470,47340,TRUE,e3a23d646c3f88ff5ba4bb6bc6bbaabaea55f84f,194,316,9,COMPLETED,TRUE,7,COMPLETED,TRUE,17
187,nwjs/nw.js,TRUE,a430efd6c5eff5b6b88909a0f6727ca56a16b2a2,3567,284660,TRUE,912304d67a6ad56df901f0f330e59a66a026c81c,1656,5180,159,COMPLETED,TRUE,107,TIMEOUT,,
188,mozilla/pdf.js,TRUE,45de73bd00d56c6f0df2edac98eccf51c7ca42ca,6056,238032,TRUE,ee22a42de41547f3c37642b3c9dc553b666a0667,855,768,2,COMPLETED,TRUE,21,COMPLETED,TRUE,74
189,cypress-io/cypress,TRUE,152e828bbd58f25da38802dcdae1cdd9e0d84bbe,3416,799000,TRUE,e286ca1dca12c8bac23382ad37909a116acaf540,1926,1324,10,COMPLETED,TRUE,3,COMPLETED,TRUE,126
190,karan/Projects,TRUE,10ed1c05166c66aa1b1085b92d95b67ad5268182,152,4096,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
191,k88hudson/git-flight-rules,TRUE,5f1db99e49ea13c8fa0b7b2882592f086cb9dd30,284,1848,TRUE,9b91f387a54b71f9c98a57102117bd481682f319,7,192,1,COMPLETED,TRUE,1,COMPLETED,TRUE,3
192,Dogfalo/materialize,TRUE,824e78248b3de81e383445e76ffb04cc3264fe7d,2170,177640,TRUE,ed2c09082746c4170ffa31a91f174c09ccba14bd,80,260,7,COMPLETED,TRUE,11,COMPLETED,TRUE,25
193,vercel/hyper,TRUE,bf9c71fc039c805d502d404d48b6741aac13c466,3049,29244,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
194,x64dbg/x64dbg,TRUE,f37b56c18da2b422ff05237cd67d3f5abe5ab0f0,3554,46768,TRUE,c01314b4d1ad62a606e626a3d5cc9319bdd13a95,549,600,52,COMPLETED,TRUE,12,COMPLETED,TRUE,28
195,traefik/traefik,TRUE,9ccc8cfb25e8d44342a49feeddcdb955f0815913,1697,105800,TRUE,c6fc5603ac5634b923bc3b55c2c3e18bb44efbe0,59,224,10,COMPLETED,TRUE,2,COMPLETED,TRUE,3
196,microsoft/ML-For-Beginners,TRUE,0cf58c64fc697406501041763213c28948d965e1,727,320492,FALSE,,,,9,COMPLETED,TRUE,0,COMPLETED,TRUE,0
197,bailicangdu/vue2-elm,TRUE,7f31f2ddfa935ff0629222a8a00ce49fbe0ce713,332,49092,FALSE,,,,15,COMPLETED,TRUE,0,COMPLETED,TRUE,0
198,justjavac/awesome-wechat-weapp,TRUE,128ebb413485079207b209670ff11dec4b61eda7,348,1084,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
199,fffaraz/awesome-cpp,TRUE,71069b6e92498bd57caffa746021bd324f67d587,867,2368,TRUE,ffa6ad9d5cd620867d077c538637133f2cd4385b,10,188,2,COMPLETED,TRUE,1,COMPLETED,TRUE,1
200,ethereum/go-ethereum,TRUE,01e5e9c2c3fa1cf7a9747148dca22d59ff9839b6,6126,231072,TRUE,154901cbf4c51e1d00cc960104b214277768e118,1769,1524,5,COMPLETED,TRUE,51,TIMEOUT,,
201,Alamofire/Alamofire,TRUE,51d67100121d586c9d15ec0227de96442af4dd6d,1077,49464,FALSE,,,,9,COMPLETED,TRUE,0,COMPLETED,TRUE,0
202,apache/dubbo,TRUE,38e4426bd01a3ae9faf525be986ea3848ed48368,4379,76444,TRUE,d97e63e8864b74a05e0475b2c0d6df51edea99a4,295,6652,10,COMPLETED,TRUE,16,COMPLETED,TRUE,63
203,Unitech/pm2,TRUE,2573516e9321a78fb10474ea58c2cb487a663de6,2996,19908,TRUE,346e9ac35334f694b9c2efc3237a882e603383c2,43,420,25,COMPLETED,TRUE,16,COMPLETED,TRUE,49
204,Developer-Y/cs-video-courses,TRUE,c1a22607586866df912b9102872e96d722b0db4a,256,760,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
205,styled-components/styled-components,TRUE,86d40770d35cfa359748998628182af35aa8983b,877,14108,FALSE,,,,22,COMPLETED,TRUE,0,COMPLETED,TRUE,0
206,dcloudio/uni-app,TRUE,bf73920fc49e8979d05b3755c873d53d2db084ed,3476,220708,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
207,impress/impress.js,TRUE,78c954ac09e7bc93c3f5467755e2cf47f217b188,283,9836,TRUE,a8c31b659d14d3b5994ba3ee566aaec0634951cd,360,404,2,COMPLETED,TRUE,8,COMPLETED,TRUE,30
208,pixijs/pixijs,TRUE,2ce609920f5dc3277ba1e2cae30123cfdd90bd29,2422,90528,TRUE,9a85aaba7461156ccb979410b4d4a9ee59e5a63a,487,612,7,COMPLETED,TRUE,30,COMPLETED,TRUE,70
209,FreeCodeCampChina/freecodecamp.cn,TRUE,b09a3a0dec1fa0b0620601a705ff2e9b97564f97,3918,58740,TRUE,70a6f3a8ab4fb26b9aa43ecb0e0479419c2e1588,316,928,9,COMPLETED,TRUE,69,COMPLETED,TRUE,101
210,ryanoasis/nerd-fonts,TRUE,fef67f39a69314637ae0923dfdd94b3bb0638bd8,852,20254604,TRUE,4a10e9cf9ee0a2cb84fbdb50292cad8cc88b8375,161,14328,17,COMPLETED,FALSE,18,TIMEOUT,,
211,discourse/discourse,TRUE,410ab5d5872d59795200af579633fa4ff8751df8,39530,722176,TRUE,6082003b6be87944b047feef01b36b437a91a301,248,420,16,COMPLETED,TRUE,12,TIMEOUT,,
212,huginn/huginn,TRUE,68b759a3f0874507d1871cf5c4700950579818d9,1285,17380,TRUE,4b6f4b56e22748dd05c167fcf9cd1e730d6d38c7,662,880,20,COMPLETED,TRUE,48,COMPLETED,TRUE,74
213,FiloSottile/mkcert,TRUE,2a46726cebac0ff4e1f133d90b4e4c42f1edf44a,164,2160,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
214,GitSquared/edex-ui,TRUE,04a00c4079908788b371c6ecdefff96d0d9950f8,1227,51844,TRUE,54139e885307f1b2e64c740f67389a4a9955f727,83,264,17,COMPLETED,TRUE,8,COMPLETED,TRUE,9
215,tiimgreen/github-cheat-sheet,TRUE,cd5e46c9f582f96d883a78f977904d799444e4ed,303,1220,FALSE,,,,47,COMPLETED,TRUE,0,COMPLETED,TRUE,0
216,PhilJay/MPAndroidChart,TRUE,0550d3f7907c635744c08ad8ff9c45e1b6281cc7,1310,32880,TRUE,ec4bd51308f9b25df1f0565e4da3f03904cddb19,746,700,28,COMPLETED,TRUE,34,COMPLETED,TRUE,77
217,sharkdp/bat,TRUE,f93d650708a90bc593ad09ad7090e512f6043f02,2174,40808,FALSE,,,,9,COMPLETED,TRUE,0,TIMEOUT,,
218,fastlane/fastlane,TRUE,f761923739d5917f9c5be08d3b218d52720e76b2,6830,162720,FALSE,,,,33,COMPLETED,TRUE,0,COMPLETED,TRUE,0
219,hexojs/hexo,TRUE,aa6c3c5fea61a13acd3e7a8d8070ad043df11ac4,1587,10368,TRUE,e0bc3c18055e028fd3fd94e430cf82b204c34054,727,568,15,COMPLETED,TRUE,13,COMPLETED,TRUE,36
220,jakevdp/PythonDataScienceHandbook,TRUE,8a34a4f653bdbdc01415a94dc20d4e9b97438965,205,57404,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
221,Leaflet/Leaflet,TRUE,23bee9486c0609c1ef167ea6300a7802c7c913bf,3756,75792,FALSE,,,,2,COMPLETED,TRUE,0,COMPLETED,TRUE,0
222,nodejs/node-v0.x-archive,TRUE,2a73a6ac7f4bcf70f57a1936ec63981a9104ea00,2,151868,TRUE,3dd141cb8c5dc6f72c45ad90d77dcb270b445dac,6924,4280,0,COMPLETED,TRUE,52,COMPLETED,TRUE,160
223,alex/what-happens-when,TRUE,ff2e421a0864994e5f0b4e79e3655602cb95f442,124,488,FALSE,,,,0,COMPLETED,FALSE,0,COMPLETED,FALSE,0
224,kamranahmedse/design-patterns-for-humans,TRUE,e1a507ce14f9794bd02a5b309cc7f64d2b196219,129,396,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
225,yangshun/front-end-interview-handbook,TRUE,d9fa43aa0cadcd02bb023e8475ff3ad4ad81990c,566,15560,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
226,isocpp/CppCoreGuidelines,TRUE,81dfb4814d06fcb9c4e1d859f4288544869dc5d0,1330,39948,TRUE,18a52ecbdf187164326e5be45c68c17372315c36,5,924,3,COMPLETED,TRUE,2,TIMEOUT,,
227,pandas-dev/pandas,TRUE,47494a48edf25d5a49b0fb5b896b454c15c83595,24741,342724,TRUE,48ad273a90f2ad430d0e741dcc2721707a3ebd7d,507,572,13,COMPLETED,TRUE,29,TIMEOUT,,
228,facebook/docusaurus,TRUE,5137543914fff8d629d146f8b528a7e38e1a9801,4771,291976,FALSE,,,,22,COMPLETED,TRUE,0,COMPLETED,TRUE,0
229,PowerShell/PowerShell,TRUE,2db0fe7207b5e22dc0043434dcb60af438086fb6,5833,142988,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
230,php/php-src,TRUE,3f836641d566ea1d9fd7450523b9a5b77e905606,70881,709128,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
231,dypsilon/frontend-dev-bookmarks,TRUE,50ed051c96428af9d4f020305ca206587514e121,202,2080,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
232,alvarotrigo/fullPage.js,TRUE,f831e955a26b5a6359e0583098bab5793def0e84,826,27276,TRUE,c44e158a556ebeac3c75467fa3d36633cac19408,198,360,32,COMPLETED,TRUE,15,COMPLETED,TRUE,23
233,faif/python-patterns,TRUE,93b5937d5b4fbc0248eb5bcf7b7a5f221a294a86,305,7872,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
234,minio/minio,TRUE,ce6c23a360090fee242b6ce1fd490c5035ad78c0,8037,137496,TRUE,5e97a89953f62b1246aa30bf59745ce328658a2f,25,196,4,COMPLETED,TRUE,2,COMPLETED,TRUE,6
235,adobe/brackets,TRUE,d55ac606ac44e7169dbeaf959c9ed47dac6a6b9a,3833,142020,TRUE,8a189a4cd55bca4a9754bce5c1aa7132201f7913,3102,11772,51,COMPLETED,TRUE,210,TIMEOUT,,
236,Eugeny/tabby,TRUE,a7cba2be28364b791bd250776c0f764c044949ed,3063,121748,TRUE,c8e979538883a2ea849998034d68ca4e4f6a2cc7,30,236,94,COMPLETED,TRUE,10,COMPLETED,TRUE,11
237,apachecn/ailearning,TRUE,ea4fc6ee631a77863361f79e3b3670f1bfc6fe7f,127,226164,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
238,videojs/video.js,TRUE,fb43a69e707be22a57e3048738afd03202258960,2597,135956,TRUE,0cf60d6a1dd6ebf5c11074bd4af8e1162279ceef,427,512,6,COMPLETED,TRUE,18,COMPLETED,TRUE,40
239,sahat/hackathon-starter,TRUE,2362938d74273e4b75626e32d20a0f7e765edc2f,1766,15200,TRUE,9a769d586f51b71fc4961fc6a6ed6bf3ff3e766c,16,208,45,COMPLETED,TRUE,5,COMPLETED,TRUE,6
240,AFNetworking/AFNetworking,TRUE,4eaec5b586ddd897ebeda896e332a62a9fdab818,1512,9384,TRUE,ad1b3915e3e436abe03b6500aab1f488e6cc14c2,160,1916,6,COMPLETED,TRUE,12,COMPLETED,TRUE,16
241,shadowsocks/shadowsocks,TRUE,938bba32a4008bdde9c064dda6a0597987ddef54,1,1200,TRUE,4e2ed95470c5d5cfcd8c0ea22c3f8faef071d3d2,531,564,15,COMPLETED,TRUE,33,COMPLETED,TRUE,57
242,apache/spark,TRUE,0226d18a312826adcf26991ee33e4915ced75e13,28340,623408,FALSE,,,,3,COMPLETED,TRUE,0,COMPLETED,TRUE,0
243,hashicorp/terraform,TRUE,fd45fb969c59d0c133b7a82345788675c293b155,15383,273244,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
244,quilljs/quill,TRUE,4262023ad159848857a24054e8436857705505df,3692,18584,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
245,airbnb/lottie-android,TRUE,8939a349653e98393f0d8e7116c079a3d0941a6f,1427,200140,FALSE,,,,16,COMPLETED,TRUE,0,COMPLETED,TRUE,0
246,koajs/koa,TRUE,00ce71fddbacaf6a8f469b76606b93eebc705531,958,4440,TRUE,af5df5a50324b289cd022c0f886f9cb32e8fb695,633,572,1,COMPLETED,FALSE,5,COMPLETED,FALSE,13
247,BVLC/caffe,TRUE,9b891540183ddc834a02b2bd81b31afae71b2153,1135,94112,TRUE,43ef92e247cda733caf6f874339e17429ba9f40b,709,860,8,COMPLETED,TRUE,41,COMPLETED,TRUE,80
248,exacity/deeplearningbook-chinese,TRUE,a03e98d2298528a13779f9fc4c8e7f8c1bd204f7,354,14912,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
249,bumptech/glide,TRUE,17cae33fd8a966f741495e5c8604661629821006,2020,185424,TRUE,b79fcda2f1b1d4ef62b0b11e39341be1f600c8b5,138,392,3,COMPLETED,TRUE,11,COMPLETED,TRUE,21
250,shadowsocks/shadowsocks-android,TRUE,09c2290c1ba07336b11a6b7576886d202e14ac71,2416,58012,TRUE,69b81e88e3cab0db0edcab0b630acbc799e5f815,40,216,8,COMPLETED,TRUE,3,COMPLETED,TRUE,4
251,floodsung/Deep-Learning-Papers-Reading-Roadmap,TRUE,a994642f82f071926fcb472bcf6cd63e4abba7ab,71,3880,FALSE,,,,0,COMPLETED,TRUE,0,COMPLETED,TRUE,0
252,gulpjs/gulp,TRUE,818bd73e5da1ad69f43eef84214c98d6392a73e4,798,2188,TRUE,f90318213f1785d62578b020bcddf3607e075559,158,320,17,COMPLETED,TRUE,12,COMPLETED,TRUE,28
253,RocketChat/Rocket.Chat,TRUE,06c24debd3a9688b98a4dcafb325b7170f56119b,3756,714312,TRUE,9b075eba1750e2981787dda3c93d65ad1c73490a,598,488,5,COMPLETED,TRUE,1,COMPLETED,TRUE,59
254,Homebrew/brew,TRUE,9416032ee5d253fc00419f111373af54e1c6bc5d,17733,88200,FALSE,,,,7,COMPLETED,TRUE,0,COMPLETED,TRUE,0
255,akullpp/awesome-java,TRUE,0f4d4910899e8a16a3d2fce516095b4d25f2252d,855,2344,FALSE,,,,1,COMPLETED,TRUE,0,COMPLETED,TRUE,0
256,wagoodman/dive,TRUE,c7d121b3d72aeaded26d5731819afaf49b686df6,265,9836,FALSE,,,,5,COMPLETED,TRUE,0,COMPLETED,TRUE,0
257,ant-design/ant-design-pro,TRUE,9e471da19ff9c5c7965c9948541392312e7f0673,1924,8532,FALSE,,,,9,COMPLETED,TRUE,0,COMPLETED,TRUE,0
258,zenorocha/clipboard.js,TRUE,2b2f9eef6fd1cf951612740e16e422db2848c00a,299,4076,TRUE,04a216b3226456e0a6bc50a1d0a16c112fb277c6,129,252,1,COMPLETED,FALSE,5,COMPLETED,TRUE,12
259,wg/wrk,TRUE,a211dd5a7050b1f9e8a9870b95513060e72ac4a0,80,50048,TRUE,12044c663fb28460f1b79307ce98fe3648ebff91,40,212,0,COMPLETED,TRUE,4,COMPLETED,TRUE,9
260,evanw/esbuild,TRUE,f808dab4718a34a4e1d4388167009b1bd72dd99f,3076,23560,FALSE,,,,4,COMPLETED,TRUE,0,COMPLETED,TRUE,0
