code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,rev_105,rev_106,rev_107,rev_108,rev_109,rev_110,rev_111,rev_112,rev_113,rev_114,rev_115,doc_link,source_link
edge_detection,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/b133b0f2004c831c2be004291d3fcf7a378a48f4/mediapipe/examples/ios/edgedetectiongpu/BUILD#L51
face_detection,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,15,15,12,12,12,12,12,12,12,12,28,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,32,32,32,32,32,32,55,55,55,55,56,56,68,70,66,66,66,66,73,73,74,74,74,74,74,74,76,76,76,76,76,76,83,83,83,95,95,95,126,126,127,127,132,132,132,133,133,133,156,156,155,155,155,155,155,169,169,169,170,170,170,170,170,170,170,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/setup.py#L220
face_detection_android_gpu_small,repo,README.md,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L26
face_detection_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,11,12,12,12,12,12,12,12,12,12,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/face_detection/BUILD#L69
face_mesh,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,23,23,23,23,32,32,30,30,30,30,32,32,33,33,33,33,36,36,38,38,38,38,38,38,54,55,55,71,71,71,69,69,69,69,69,69,69,70,70,70,70,70,73,73,72,72,72,74,74,74,75,75,75,75,75,75,75,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/mediapipe/python/solutions/face_mesh_test.py#L15
face_mesh_android_gpu_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L26
face_mesh_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/face_mesh/BUILD#L67
face_mesh_py_colab,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/f15da632dec186f2c1d3c780f47086477e2286a9/docs/solutions/face_mesh.md#L262
getting_started,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,31,23,23,23,23,27,27,33,33,33,33,34,34,34,34,34,34,34,34,36,36,36,56,56,56,59,59,60,60,60,60,60,71,71,71,74,74,75,75,79,79,79,81,81,81,81,78,78,79,79,79,79,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/mediapipe/examples/desktop/youtube8m/README.md#L4
hair_segmentation,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,8,8,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,20,20,20,20,20,20,20,20,20,28,28,25,25,25,25,25,25,25,25,25,25,24,24,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/mediapipe/graphs/hair_segmentation/hair_segmentation_mobile_gpu.pbtxt#L114
hair_segmentation_android_gpu_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L30
hair_segmentation_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/hair_segmentation/BUILD#L58
hand_detection,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/b544a314b3c4818a4d6c56964b020c5be945377a/mediapipe/modules/holistic_landmark/hand_recrop_by_roi_gpu.pbtxt#L90
hand_detection_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/hand_tracking/BUILD#L117
hand_tracking,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,25,25,25,19,19,19,19,19,19,19,19,45,45,45,45,45,77,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,95,95,88,88,87,87,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,41,41,41,45,45,45,45,45,45,45,45,45,45,45,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/b544a314b3c4818a4d6c56964b020c5be945377a/mediapipe/modules/holistic_landmark/BUILD#L106
hand_tracking_android_gpu_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L26
hand_tracking_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/hand_tracking/BUILD#L68
hands_py_colab,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/f15da632dec186f2c1d3c780f47086477e2286a9/docs/solutions/hands.md#L194
holistic_tracking_android_gpu_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L26
iOS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,123,124,128,121,121,128,128,128,129,135,-,123,123,119,119,117,122,126,126,110,110,110,110,112,112,118,118,118,118,118,118,119,119,119,129,129,129,131,131,131,131,130,130,130,138,138,138,140,140,140,141,144,144,144,144,144,144,144,144,144,144,144,144,144,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/third_party/opencv_ios.BUILD#L2
instant_motion_tracking,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/mediapipe/graphs/instant_motion_tracking/subgraphs/BUILD#L29
instant_motion_tracking_android_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/solutions/instant_motion_tracking.md#L33
iris_depth,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/b544a314b3c4818a4d6c56964b020c5be945377a/docs/index.md#L84
iris_tracking,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,42,42,42,42,42,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/b544a314b3c4818a4d6c56964b020c5be945377a/mediapipe/graphs/iris_tracking/subgraphs/BUILD#L36
iris_tracking_android_gpu_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L26
macOS,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/f15da632dec186f2c1d3c780f47086477e2286a9/mediapipe/calculators/tensor/image_to_tensor_converter_opencv.cc#L111
media_sequence,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,68,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/mediapipe/util/sequence/media_sequence_util.h#L17
mediapipe,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19411,19413,19404,19408,19476,19532,20023,20023,20639,20639,20639,20636,20918,20918,21408,21418,21416,21449,21447,21447,22448,22451,22451,23671,23671,24010,19337,19338,19545,19545,19718,19741,19773,20085,20085,20101,20317,20351,20593,20621,21028,21174,21294,21606,21700,21750,21750,21800,21763,21832,21833,21943,21945,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/third_party/org_tensorflow_custom_ops.diff#L10
mediapipe_small,repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L7
multi_hand_tracking_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/hand_tracking/BUILD#L101
nav_order,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,34,34,34,34,34,35,35,36,36,36,36,37,37,38,38,38,38,38,38,38,38,38,44,44,44,44,45,45,45,45,46,46,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/tools/visualizer.md#L5
object_detection,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,54,54,54,54,54,54,54,54,54,54,54,61,61,61,61,61,61,62,62,62,62,62,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,64,64,65,65,65,68,68,65,65,60,59,59,59,58,58,58,58,58,58,60,60,60,60,60,60,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/mediapipe/models/object_detection_saved_model/README.md#L5
object_detection_android_gpu_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L30
object_detection_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/object_detection/BUILD#L91
object_tracking,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/graphs/tracking/object_detection_tracking_desktop_live.pbtxt#L4
object_tracking_android_gpu_small,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/4a20e9909d55838d5630366ce719844cf06ae85c/docs/index.md#L30
object_tracking_mobile_gpu,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/mediapipe/blob/cc6a2f7af65977248b2a15f471503da2832f583a/README.md,https://github.com/google/mediapipe/blob/5d028d923b52fd95bd49642a9a4a162f57ae260e/mediapipe/docs/objectron_mobile_gpu.md#L309
