code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,doc_link,source_link
stack-overflow,wiki,Upgrading-from-3.2.1-to-4.md,0,50,50,55,55,55,55,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/brands.svg#L1112
star-half-empty,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L485
star-half-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L479
star-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L9
sun,wiki,Upgrading-from-3.2.1-to-4.md,0,128,128,243,243,243,243,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L1007
sun-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L769
tachometer,wiki,Upgrading-from-3.2.1-to-4.md,0,204,204,225,225,225,225,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L860
thumb-tack,wiki,Upgrading-from-3.2.1-to-4.md,0,43,43,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1767
thumbs-o-down,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L175
thumbs-o-up,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L169
time,wiki,Upgrading-from-3.2.1-to-4.md,0,43,43,50,50,50,55,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L623
times,wiki,Upgrading-from-3.2.1-to-4.md,0,312,312,336,336,336,336,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L364
times-circle,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,47,47,47,47,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L503
times-circle-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,21,21,21,21,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L117
trash,wiki,Upgrading-from-3.2.1-to-4.md,0,294,294,336,336,336,336,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L3749
trash-o,wiki,Upgrading-from-3.2.1-to-4.md,0,20,20,23,23,23,23,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_shims.scss#L21
tumblr-square,wiki,Upgrading-from-3.2.1-to-4.md,0,50,50,55,55,55,55,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/brands.svg#L1199
twitter-square,wiki,Upgrading-from-3.2.1-to-4.md,0,50,50,55,55,55,55,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/brands.svg#L1208
unlink,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,48,48,48,48,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1122
upload,wiki,Upgrading-from-3.2.1-to-4.md,0,110,110,126,126,126,126,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L3869
upload-alt,wiki,Upgrading-from-3.2.1-to-4.md,0,32,32,35,35,35,35,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L524
users,wiki,Upgrading-from-3.2.1-to-4.md,0,171,171,411,411,411,411,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/solid.svg#L3941
video-camera,wiki,Upgrading-from-3.2.1-to-4.md,0,44,44,50,50,50,50,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/scss/_variables.scss#L1916
xing-square,wiki,Upgrading-from-3.2.1-to-4.md,0,50,50,55,55,55,55,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/brands.svg#L1358
youtube-square,wiki,Upgrading-from-3.2.1-to-4.md,0,50,50,55,55,55,55,https://github.com/FortAwesome/Font-Awesome/wiki/Upgrading-from-3.2.1-to-4/d2c2867ec8e49ffceb775172f601007352d4d958,https://github.com/FortAwesome/Font-Awesome/blob/b452a2c086a5e3f319df61b1ce1db7d8e1ad2b7c/sprites/brands.svg#L1388
