code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,doc_link,source_link
getElementById('example'),repo,README.md,-,-,-,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo12/index.html#L55
getInitialState,repo,README.md,-,-,-,-,51,53,53,53,53,53,53,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,68,68,68,68,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/87cced7a8331bdc26fd72050366ecd69d563db3e/demo12/index.html#L13
getInitialState(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,14,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/87cced7a8331bdc26fd72050366ecd69d563db3e/build/react.js#L4907
getJSON('https://api.github.com/search/repositories?q=javascript&sort=stars'),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo12/index.html#L54
handleChange,repo,README.md,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo09/index.html#L18
handleChange(event),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo09/index.html#L20
handleClick,repo,README.md,-,-,-,-,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,21,21,21,21,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/app.js#L45
handleClick(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/src/app.js#L20
handleClick(event),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo08/index.html#L20
isRequired,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,23,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,35,35,35,35,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo06/index.html#L18
jQuery,repo,README.md,-,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/build/jquery.min.js#L1
lastGist,repo,README.md,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo11/index.html#L24
lastGist.html_url,repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo11/index.html#L27
lastGistUrl,repo,README.md,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo11/index.html#L18
map(function (child),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/531aa72b6ba42145790b76ce50e0d604807e0c22/demo05/index.html#L14
map(function (name),repo,README.md,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/8b136b948040e8cf2df3b34ba3f64aeb77db68fa/demo02/index.html#L16
map(function (repo),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/97271bd674e4ef7adc5ec4d6c7488e9015aec53f/demo12/index.html#L35
"map(function (repo, index)",repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo12/index.html#L38
myTextInput,repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo07/index.html#L16
new,repo,README.md,-,-,-,-,-,-,-,-,-,-,410,410,410,410,410,410,410,410,410,410,987,987,987,987,987,987,987,987,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1142,1142,1142,1142,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/87cced7a8331bdc26fd72050366ecd69d563db3e/demo13/app.js#L13
null,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,2666,2666,2666,2666,2666,2666,2666,2666,2666,3648,3648,3648,3648,3648,3648,3648,3648,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368,4371,4371,4371,4371,4371,4371,4371,4371,4371,4371,5092,5092,5092,5092,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,3339,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/server.js#L26
number,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,326,326,326,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,420,420,420,420,252,252,252,252,252,252,252,252,252,252,252,252,252,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/package-lock.json#L1700
object,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2329,2329,2329,2329,2329,2329,2329,2329,2329,2329,2329,2329,2681,2681,2681,2681,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,1154,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/package-lock.json#L566
onChange,repo,README.md,-,-,-,-,94,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,147,147,147,147,51,51,51,51,51,51,51,51,51,51,51,51,51,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo09/index.html#L27
onClick,repo,README.md,-,-,-,-,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,52,52,52,52,24,24,24,24,24,24,24,24,24,24,24,24,24,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/src/app.js#L29
onCopy,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/build/react.js#L14487
onKeyDown,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/build/react.js#L14601
propType,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,45,45,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,83,83,83,83,42,42,42,42,42,42,42,42,42,42,42,42,42,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/build/react.js#L3533
propTypes,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,92,92,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,158,158,158,158,69,69,69,69,69,69,69,69,69,69,69,69,69,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo06/index.html#L17
props,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,829,829,829,829,829,829,829,829,829,829,829,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/src/server.js#L13
ref,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,174,174,174,174,174,174,174,174,174,306,306,306,306,306,306,306,306,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,467,467,467,467,233,233,233,233,233,233,233,233,233,233,233,233,233,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo07/index.html#L25
render(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,29,29,29,29,29,29,29,29,29,29,29,29,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/src/app.js#L26
"render(<Input/>, document.body)",repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/97271bd674e4ef7adc5ec4d6c7488e9015aec53f/demo09/index.html#L28
"render(<Input/>, document.getElementById('example')",repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo09/index.html#L34
repo.html_url,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo12/index.html#L40
repo.stargazers_count,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo12/index.html#L40
repoList,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo12/index.html#L38
setInterval(function (),repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo10/index.html#L21
setState,repo,README.md,-,-,-,-,71,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,103,103,103,103,103,103,103,103,103,103,103,103,81,81,81,81,81,81,81,81,105,105,105,105,46,46,46,46,46,46,46,46,46,46,46,46,46,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/build/react.js#L5183
setState({liked: !this.state.liked}),repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/130579d6e88c2f8eed9733ac3fd5548acc964e4a/demo08/index.html#L16
"setState({loading: false, data: value})",repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/130579d6e88c2f8eed9733ac3fd5548acc964e4a/demo12/index.html#L22
"setState({loading: false, error: error})",repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/130579d6e88c2f8eed9733ac3fd5548acc964e4a/demo12/index.html#L23
setState({value: event.target.value}),repo,README.md,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/130579d6e88c2f8eed9733ac3fd5548acc964e4a/demo09/index.html#L15
string,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1109,1109,1109,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1623,1623,1623,1623,655,655,655,655,655,655,655,655,655,655,655,655,655,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/package-lock.json#L1207
super(props),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/src/app.js#L6
this.getDOMNode(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/87cced7a8331bdc26fd72050366ecd69d563db3e/build/react-with-addons.min.js#L12
this.handleChange.bind(this),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo09/index.html#L18
this.handleClick.bind(this),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/src/app.js#L29
this.isMounted(),repo,README.md,-,-,-,-,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/f73b8b95ef10111c5a9784c59c4b56e87637c802/demo11/index.html#L23
this.myTextInput.current.focus(),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo07/index.html#L20
this.props,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,179,179,179,179,179,179,179,179,179,179,179,179,179,179,180,180,180,195,195,195,195,195,195,195,195,195,195,196,196,196,196,196,196,196,196,196,196,210,210,210,210,31,31,31,31,31,31,31,31,31,31,31,31,31,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo13/src/app.js#L9
this.props.children,repo,README.md,-,-,-,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/ruanyf/react-demos/blob/b5beb9c5332638957cb11ba0a1c335a550e7c065/README.md,https://github.com/ruanyf/react-demos/blob/c67bb1d85aef2e3f9597cf7bdd03a91265f4e6d1/demo05/index.html#L17
