code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,doc_link,source_link
URL,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",63,63,63,63,63,72,72,72,73,73,73,73,73,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/proxy.ts#L14
action,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",20,20,20,20,20,23,27,27,27,27,27,28,28,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/core/history.ts#L14
action(),wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3,3,3,3,3,3,3,3,3,3,3,3,3,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L161
app,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",30,30,30,30,30,31,31,31,23,23,23,23,23,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L3723
await,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1336,1336,1336,1336,1336,1672,1672,1672,1668,1668,1668,1668,1668,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L767
babel,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",943,943,943,932,932,879,879,879,877,877,877,868,868,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L18
boolean,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",68,68,68,68,68,72,72,72,72,72,72,72,74,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L7011
build,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",69,69,69,69,69,87,87,87,78,78,78,78,78,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L11424
cached,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",9,9,9,9,9,8,8,8,8,8,8,8,8,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L163
cb,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",5,5,5,5,5,14,14,14,14,14,14,14,14,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L161
child_process,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,3,3,3,3,3,3,3,3,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L9
children,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",119,119,119,119,119,117,117,117,117,117,120,121,124,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/Settings.tsx#L43
chunkFilename,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,1,1,1,1,1,1,1,1,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/webpack.config.js#L61
class,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",303,303,303,303,303,346,347,347,347,347,347,347,347,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L128
className,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1,1,1,1,1,1,1,1,1,1,1,1,0,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/147fb40db9c52be131a272e0246020094df0d0e9/icons/Google.tsx#L10
client,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",13,13,13,13,10,8,8,8,7,7,7,6,7,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2592
component,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",48,48,48,48,48,22,22,22,22,22,22,22,22,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/Settings.tsx#L53
componentDidMount,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",7,7,7,7,7,7,7,7,7,7,7,7,7,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/common/App.tsx#L29
contact,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",7,7,7,7,7,6,6,6,6,6,6,6,6,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/LegalPrivacy.tsx#L112
context,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",414,414,414,414,414,437,437,437,437,437,437,437,437,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/webpack.config.js#L286
contextTypes,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",4,4,4,4,4,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L274
css,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",24,24,24,21,21,21,21,21,21,21,21,15,15,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L1584
data,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",307,307,307,307,307,268,264,264,261,261,261,236,239,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L54
delete,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",306,306,306,306,306,285,285,285,285,285,285,285,284,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/routes/LegalPrivacy.tsx#L161
deploy,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",6,6,6,6,6,6,6,6,4,4,4,4,4,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/scripts/cf.js#L17
description,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",287,287,287,287,287,381,381,381,385,385,385,384,384,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L5302
div,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",9,9,9,9,9,3,3,3,3,3,3,3,3,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/public/index.html#L22
error,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",322,322,322,322,326,775,772,772,773,773,773,769,770,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2583
exit,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",66,66,66,66,65,66,66,66,68,68,68,67,67,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L1837
exit(1),wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",2,2,2,2,2,2,2,2,1,1,1,0,0,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/f050cfd3fe3d3c2d190b6ca265e4c908d232e48d/scripts/update-schema.js#L29
express,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",11,11,11,11,19,15,15,15,15,15,15,15,15,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2767
false,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",69,69,69,69,69,95,95,95,92,92,92,78,75,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/webpack.config.js#L78
filename,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",22,22,22,22,21,21,21,21,24,24,24,24,24,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L4256
fn,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",33,33,33,33,33,100,100,100,103,103,103,103,99,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L7076
forEach,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",171,171,171,171,171,116,116,116,115,115,115,115,113,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L16
graphql,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",37,37,37,37,37,44,44,44,44,44,44,19,19,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L3777
head,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",78,78,78,78,78,116,116,116,116,116,116,116,116,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/public/index.html#L3
html,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",61,61,61,61,60,56,56,56,63,63,63,63,63,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2161
if,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",6229,6229,6229,6229,6229,5658,5659,5659,5662,5662,5663,5658,5656,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/workers/transform.ts#L15
import,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",204,204,204,204,203,218,215,215,238,238,255,212,214,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L430
index.js,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",8,8,8,8,8,8,8,8,7,7,7,7,7,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/sdks/prettier/package.json#L4
jwt,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",0,0,0,0,0,2,2,2,2,2,2,2,2,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L371
match,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",174,174,174,174,174,175,175,175,176,176,176,174,174,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L4079
meta,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",32,32,32,32,32,35,35,35,37,37,37,36,36,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L657
middleware,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",15,15,15,15,15,11,11,11,11,11,11,11,11,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2596
module,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",113,113,113,113,114,115,115,115,116,116,117,116,116,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L69
monkey,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",0,0,0,0,3,3,3,3,3,3,3,3,3,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L6202
next,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",159,159,159,159,159,191,192,192,192,192,192,191,191,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2615
next(),wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",24,24,24,24,24,17,17,17,17,17,17,17,17,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L212
node,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",1568,1568,1568,1560,1557,1322,1322,1322,1440,1440,1443,1395,1395,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L15
npm,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3008,3008,3008,2985,2947,4555,4555,4555,4955,4955,4969,4887,4887,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L8
null,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3660,3660,3660,3660,3660,3603,3603,3603,3604,3604,3604,3443,3456,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/tsconfig.json#L86
options,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",399,399,399,399,399,344,344,344,344,344,346,346,349,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L8175
package.json,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",23,23,23,23,23,34,34,34,34,34,34,34,34,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/sdks/typescript/lib/tsserverlibrary.js#L65
path,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",612,612,612,612,596,611,611,611,607,607,607,607,612,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L2581
process,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",348,348,348,348,348,435,435,435,443,443,443,441,441,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/yarn.lock#L9162
process.argv,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",20,20,20,20,20,19,19,19,18,18,18,18,18,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/webpack.config.js#L35
process.stdout.write,wiki,"Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end.md",3,3,3,3,3,4,4,4,4,4,4,4,4,"https://github.com/kriasoft/react-starter-kit/wiki/Extremely-detailed-guide-to-how-react-starter-kit-is-wired-and-works,-from-beginning-to-end/777767775c581d571235cbc0c3595edbcc399c27",https://github.com/kriasoft/react-starter-kit/blob/64208f47b7998c3c6453313ae34a76829eebab3f/.yarn/releases/yarn-4.0.0-rc.6.cjs#L250
