code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,doc_link,source_link
SetFormatFlags(open_vcdiff::VCD_FORMAT_INTERLEAVED),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/README#L62
StartDecoding(),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcdecoder.cc#L483
StartEncoding(),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder.cc#L96
VCDIFF,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,162,162,162,162,162,162,162,162,162,163,120,120,120,120,120,120,120,163,163,163,163,163,163,163,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder.cc#L16
VCD_CHECKSUM,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L1029
VCD_FORMAT_CHECKSUM,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L170
VCD_FORMAT_INTERLEAVED,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L170
VCD_STANDARD_FORMAT,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L195
VCDiffDecoder,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L138
VCDiffEncoder,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L137
VCDiffStreamingDecoder,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L130
VCDiffStreamingEncoder,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,39,39,39,39,39,39,39,39,39,39,39,39,39,39,43,43,43,43,43,43,43,43,43,43,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L129
Win_Indicator,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L793
append(),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/google/output_string.h#L28
delta_file,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/README#L50
dictionary.size(),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/README#L61
encoder(dictionary.data(),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/README#L61
false,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,806,1259,1257,1257,1257,1257,569,569,567,569,362,362,350,350,350,350,350,350,350,350,350,350,350,350,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/zlib/zlib.h#L685
gzip,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,70,70,70,70,70,70,61,61,61,61,50,50,50,50,50,50,50,50,50,50,50,50,50,50,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/zlib/zlib.h#L23
look_for_target_matches,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,35,35,35,35,35,35,35,35,35,35,35,35,35,35,39,39,39,39,39,39,39,39,39,39,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L171
make,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,468,532,532,532,532,532,223,223,223,224,76,76,44,44,44,44,44,44,44,44,44,44,44,44,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/testdata/configure.ac.v0.2#L4
open-vcdiff,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,170,170,170,170,170,170,174,174,174,174,134,134,134,134,134,135,135,141,141,141,141,141,141,141,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/testdata/configure.ac.v0.2#L7
open_vcdiff,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,132,132,132,132,132,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L52
size(),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,1065,1159,1159,1159,1159,1159,1036,1036,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L112
std::string,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,80,195,195,195,195,195,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L70
target.size(),wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/README#L63
target_file,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/README#L50
threadID,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/solaris/libstdc++.la#L12
vcdiff,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,110,110,111,111,111,111,111,111,111,112,72,72,72,72,72,72,72,99,99,99,99,99,99,99,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder.cc#L24
vcdiff_main.cc,wiki,How to use openvcdiff.md,.,.,.,.,.,.,.,.,.,.,.,.,21,21,21,21,21,21,21,21,21,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/open-vcdiff/wiki/How to use openvcdiff/734d8f2588194f8f98dff34d096b1744733ede4c,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/ChangeLog#L136
ANY,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,169,674,674,674,674,674,83,83,83,83,66,66,65,65,65,66,66,67,67,67,67,67,67,67,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/zlib/adler32.c#L74
AS,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,111,238,238,238,238,238,76,76,76,76,69,69,65,65,65,66,66,67,67,67,67,67,67,67,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/zlib/zconf.h#L118
BASIS,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,68,69,69,69,69,69,70,70,70,70,64,64,64,64,64,65,65,66,66,66,66,66,66,66,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L10
CLA,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/CONTRIBUTORS#L19
CONDITIONS,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,70,71,71,71,71,71,72,72,72,72,66,66,66,66,66,67,67,68,68,68,68,68,68,68,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L11
IDE,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/3c271554f0593465eb0e066ff71796547bc88730/gtest/codegear/gtest_all.cc#L34
IS,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,113,366,366,366,366,366,75,75,75,75,66,66,64,64,64,65,65,66,66,66,66,66,66,66,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L10
KIND,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,70,71,71,71,71,71,71,71,71,71,64,64,64,64,64,65,65,66,66,66,66,66,66,66,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L11
LICENSE,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,67,68,68,68,68,68,69,69,69,69,63,63,63,63,63,64,64,65,65,65,65,65,65,65,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L7
OF,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,303,1312,1312,1312,1312,1312,148,148,148,148,137,137,137,137,137,138,138,139,139,139,139,139,139,139,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/zlib/zlib.h#L77
OR,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,232,1241,1241,1241,1241,1241,76,76,76,76,64,64,64,64,64,65,65,66,66,66,66,66,66,66,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L11
README,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,25,34,34,34,34,34,14,14,14,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/testdata/configure.ac.v0.2#L8
SDCH,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcdecoder_test.cc#L38
WARRANTIES,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,108,361,361,361,361,361,71,71,71,71,64,64,64,64,64,65,65,66,66,66,66,66,66,66,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L11
WITHOUT,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,90,93,93,93,93,93,81,81,81,81,65,65,64,64,64,65,65,66,66,66,66,66,66,66,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/src/vcencoder_test.cc#L11
X.Y,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,4,12,12,12,12,12,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/21d7d0b9c3d0c3ccbdb221c85ae889373f0a2a58/aclocal.m4#L34
open-vcdiff,wiki,openvcdiff-Development-Guide.md,.,.,.,.,.,.,.,.,.,.,.,.,170,170,170,170,170,170,174,174,174,174,134,134,134,134,134,135,135,141,141,141,141,141,141,141,https://github.com/google/open-vcdiff/wiki/openvcdiff-Development-Guide/96d933a7bde0e85a8f4e810372cc019dff8eb7ee,https://github.com/google/open-vcdiff/blob/868f459a8d815125c2457f8c74b12493853100f9/testdata/configure.ac.v0.2#L7
