code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,doc_link,source_link
get[PropertyName]List,repo,README.md,2,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L89
gson:gson:2,repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/build.gradle#L13
guava:guava:19,repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/build.gradle#L12
isFamilyFriendly,repo,README.md,198,197,197,197,197,197,197,197,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L81
jsonLd,repo,README.md,13,12,12,12,12,12,12,12,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L214
jsonLdStr,repo,README.md,3,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L47
mavenCentral(),repo,README.md,2,1,1,1,1,1,1,1,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/build.gradle#L5
"of(""08:32"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L107
"of(""2016-01-28 12:00"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L109
"of(""2016-01-28"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L108
"of(""42"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L110
"of(""help"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L105
"of(""http://schema.org"")",repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L106
of(),repo,README.md,718,717,717,717,717,717,717,717,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/core/datatype/DataType.java#L72
of(3.14),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L112
of(42),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L111
recipe.getJsonLdId(),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L269
recipe.getNameList(),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L270
recipeName,repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L270
serialize(List<? extends Thing> objects),repo,README.md,3,2,2,2,2,2,2,2,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/JsonLdSerializer.java#L81
serializer.deserialize(jsonLd),repo,README.md,13,12,12,12,12,12,12,12,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L241
serializer.deserialize(jsonLdStr),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L48
serializer.serialize(object),repo,README.md,7,4,4,4,4,4,4,4,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L103
"setBase(""http://example.com/"")",repo,README.md,7,5,5,5,5,5,5,5,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L51
setJsonLdId,repo,README.md,601,600,600,600,600,600,600,600,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/main/java/com/google/schemaorg/goog/PopularityScoreSpecification.java#L56
"setJsonLdId(""123456"")",repo,README.md,10,7,7,7,7,7,7,7,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L54
"setJsonLdId(""54321"")",repo,README.md,8,5,5,5,5,5,5,5,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L60
setJsonLdReverse,repo,README.md,1210,1205,1205,1205,1205,1205,1205,1205,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/src/test/java/com/google/schemaorg/JsonLdSerializerTest.java#L58
thing.getNameList(),repo,README.md,1,0,0,0,0,0,0,0,https://github.com/google/schemaorg-java/blob/30ddcbbec9a3068b6507945803db4442126d35f7/README.md,https://github.com/google/schemaorg-java/blob/f24ab5634a1a579cb541c977347c090b4820d41f/src/example/schema-org-client-1.0.0/README.md#L50
