code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,doc_link,source_link
SwipeAction,wiki,Basic-Concept.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,12,12,12,14,12,12,12,18,18,18,21,21,21,21,21,21,21,21,21,20,20,20,https://github.com/google/android-uiconductor/wiki/Basic-Concept/ee3fff50926288a79b9839bff4222b11807776ff,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L167256
UIConductor,wiki,Basic-Concept.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,16,16,https://github.com/google/android-uiconductor/wiki/Basic-Concept/ee3fff50926288a79b9839bff4222b11807776ff,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L190742
XML,wiki,Basic-Concept.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,43,43,43,43,59,35,35,35,35,35,35,38,47,47,47,47,47,47,47,47,49,49,49,https://github.com/google/android-uiconductor/wiki/Basic-Concept/ee3fff50926288a79b9839bff4222b11807776ff,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/app/src/main/res/values/strings.xml#L2
ZoomAction,wiki,Basic-Concept.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,15,15,15,15,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,https://github.com/google/android-uiconductor/wiki/Basic-Concept/ee3fff50926288a79b9839bff4222b11807776ff,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L167268
IMPORTANT,wiki,Basic-usage.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,18,18,18,https://github.com/google/android-uiconductor/wiki/Basic-usage/0a8220f748226b4456afd1b8e957f370a0331219,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L2441
NOTE,wiki,Basic-usage.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,118,98,98,98,98,192,96,96,96,96,96,96,108,108,108,108,108,108,108,108,108,117,117,117,https://github.com/google/android-uiconductor/wiki/Basic-usage/0a8220f748226b4456afd1b8e957f370a0331219,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/build.gradle#L11
PASS,wiki,Basic-usage.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,13,13,13,13,17,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,13,13,13,https://github.com/google/android-uiconductor/wiki/Basic-usage/0a8220f748226b4456afd1b8e957f370a0331219,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L237905
UI,wiki,Basic-usage.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,89,82,82,82,82,134,82,82,82,78,78,78,91,100,100,100,100,100,100,100,100,77,77,77,https://github.com/google/android-uiconductor/wiki/Basic-usage/0a8220f748226b4456afd1b8e957f370a0331219,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/app/src/main/java/com/google/uicd/xmldumper/httpd/ExecutionServer.java#L48
UI,wiki,Intro.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,89,82,82,82,82,134,82,82,82,78,78,78,91,100,100,100,100,100,100,100,100,77,77,77,https://github.com/google/android-uiconductor/wiki/Intro/f6c1112e147d5dca6aeeb32fc7403daae70821c7,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/app/src/main/java/com/google/uicd/xmldumper/httpd/ExecutionServer.java#L48
UIConductor,wiki,Intro.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,16,16,https://github.com/google/android-uiconductor/wiki/Intro/f6c1112e147d5dca6aeeb32fc7403daae70821c7,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L190742
IMPORTANT,wiki,More-Advanced-Topics.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,18,18,18,https://github.com/google/android-uiconductor/wiki/More-Advanced-Topics/5a9abad1d7178e2abbaa49906eb23870530fc0ac,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L2441
CLI,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,20,20,20,24,24,24,24,24,24,24,24,24,11,11,11,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L98871
FE,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,0,0,0,6,6,6,6,6,6,6,6,6,2,2,2,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/backend/controllers/MainController.java#L365
IMPORTANT,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,4,4,4,4,4,4,4,4,4,18,18,18,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L2441
MULTIDEVICE,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,14,14,14,13,13,13,13,13,13,13,13,13,11,11,11,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L260770
NOTE,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,96,96,96,96,108,108,108,108,108,108,108,108,108,117,117,117,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/build.gradle#L11
PASS,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,13,13,13,15,15,15,15,15,15,15,15,15,13,13,13,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L237905
PLAYALL,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L191206
SINGLE,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,19,20,20,20,20,20,20,20,20,20,20,20,20,17,17,17,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L191206
UICD,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,14,13,16,17,28,28,28,28,28,28,28,28,27,27,28,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/app/src/main/java/com/google/uicd/xmldumper/httpd/UicdInstrumentation.java#L66
action_execution_result,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/backend/commandline/UicdCLI.java#L132
adb_forward_start_port,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/backend/core/config/UicdConfig.java#L63
device_serial,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,27,27,27,27,27,27,27,27,25,25,25,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/python_uiautomator/uicd_python_util.py#L191
global_variable,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/backend/commandline/UicdCLIArgs.java#L63
uicdCLI,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/backend/commandline/UicdCLIArgs.java#L120
uicd_key1,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/backend/commandline/UicdCLIArgs.java#L65
uicd_key2,wiki,UICondcutor-Command-Line-interface.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/android-uiconductor/wiki/UICondcutor-Command-Line-interface/ac8d6f8b70c453fbf66071d8f2904fdae96496d6,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/backend/commandline/UicdCLIArgs.java#L65
IMPORTANT,wiki,Warm-up.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,18,18,18,https://github.com/google/android-uiconductor/wiki/Warm-up/b13cfec357ddb580ddfb7eb8654f56642f08715c,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L2441
NOTE,wiki,Warm-up.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,98,98,98,98,192,96,96,96,96,96,96,108,108,108,108,108,108,108,108,108,117,117,117,https://github.com/google/android-uiconductor/wiki/Warm-up/b13cfec357ddb580ddfb7eb8654f56642f08715c,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/build.gradle#L11
PASS,wiki,Warm-up.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,13,13,13,17,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,13,13,13,https://github.com/google/android-uiconductor/wiki/Warm-up/b13cfec357ddb580ddfb7eb8654f56642f08715c,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L237905
UI,wiki,Warm-up.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,82,82,82,82,134,82,82,82,78,78,78,91,100,100,100,100,100,100,100,100,77,77,77,https://github.com/google/android-uiconductor/wiki/Warm-up/b13cfec357ddb580ddfb7eb8654f56642f08715c,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/app/src/main/java/com/google/uicd/xmldumper/httpd/ExecutionServer.java#L48
ID,wiki,Workflow-Management.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,107,147,147,147,147,257,115,115,115,115,115,115,105,105,105,105,105,105,105,105,105,109,109,109,https://github.com/google/android-uiconductor/wiki/Workflow-Management/5d59c9a2a059903f9d37a4511baaa67fa946d265,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/prebuild/dist/frontend/uicd-bundle.js#L607
NOTE,wiki,Workflow-Management.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,118,98,98,98,98,192,96,96,96,96,96,96,108,108,108,108,108,108,108,108,108,117,117,117,https://github.com/google/android-uiconductor/wiki/Workflow-Management/5d59c9a2a059903f9d37a4511baaa67fa946d265,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/build.gradle#L11
UICD,wiki,Workflow-Management.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,13,13,13,13,18,13,13,13,14,13,16,17,28,28,28,28,28,28,28,28,27,27,28,https://github.com/google/android-uiconductor/wiki/Workflow-Management/5d59c9a2a059903f9d37a4511baaa67fa946d265,https://github.com/google/android-uiconductor/blob/c62ce0ef38cf88ffeaa14e586de2c7b23b81b78b/xmldumper/app/src/main/java/com/google/uicd/xmldumper/httpd/UicdInstrumentation.java#L66
