code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,doc_link,source_link
is_active,wiki,Data-Models-for-Configurations.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,29,29,49,49,49,49,49,49,https://github.com/google/co-op-4-all/wiki/Data-Models-for-Configurations/cba1bcb261402d4616e3cb27aa5d745bb62f12d8,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/app/modules/retailers/retailers.component.ts#L116
modified_at,wiki,Data-Models-for-Configurations.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,9,12,12,12,12,12,12,https://github.com/google/co-op-4-all/wiki/Data-Models-for-Configurations/cba1bcb261402d4616e3cb27aa5d745bb62f12d8,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/app/modules/co-op-configurations/co-op-configuration-form/co-op-configuration-form.component.ts#L294
retailer_name,wiki,Data-Models-for-Configurations.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,31,31,42,42,42,42,42,42,https://github.com/google/co-op-4-all/wiki/Data-Models-for-Configurations/cba1bcb261402d4616e3cb27aa5d745bb62f12d8,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/app/modules/co-op-configurations/co-op-configurations.component.ts#L117
time_zone,wiki,Data-Models-for-Configurations.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,33,44,44,44,44,44,44,https://github.com/google/co-op-4-all/wiki/Data-Models-for-Configurations/cba1bcb261402d4616e3cb27aa5d745bb62f12d8,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/app/modules/retailers/retailers.component.ts#L116
utm_campaings,wiki,Data-Models-for-Configurations.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,https://github.com/google/co-op-4-all/wiki/Data-Models-for-Configurations/cba1bcb261402d4616e3cb27aa5d745bb62f12d8,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/backend/core/sql/create_or_update_coop.sql#L20
BigQuery,wiki,Data-Studio-Dashboard-Configuration.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,15,15,15,15,15,https://github.com/google/co-op-4-all/wiki/Data-Studio-Dashboard-Configuration/e89f729b313a21c70ee412f78aa20ae350b18ea5,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/app/modules/retailers/retailers.component.ts#L84
Op4All,wiki,FAQ.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,https://github.com/google/co-op-4-all/wiki/FAQ/4e5811490b5eacbf1ff99d7252fd9cf369a4bae7,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/backend/core/sql/get_google_ads_conversions.sql#L26
UTM,wiki,FAQ.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,8,https://github.com/google/co-op-4-all/wiki/FAQ/4e5811490b5eacbf1ff99d7252fd9cf369a4bae7,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/app/modules/co-op-configurations/co-op-configuration-form/co-op-configuration-form.component.html#L45
op4All,wiki,FAQ.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,5,https://github.com/google/co-op-4-all/wiki/FAQ/4e5811490b5eacbf1ff99d7252fd9cf369a4bae7,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/index.html#L5
BigQuery,wiki,Google-Tag-Manager-(GTM)-Configuration.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,15,15,15,15,15,15,https://github.com/google/co-op-4-all/wiki/Google-Tag-Manager-(GTM)-Configuration/3e47273e5ef7a8c6eec6409c0c3887687ba2a9b4,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/app/modules/retailers/retailers.component.ts#L84
coop_campaign,wiki,Google-Tag-Manager-(GTM)-Configuration.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,9,9,9,9,9,10,https://github.com/google/co-op-4-all/wiki/Google-Tag-Manager-(GTM)-Configuration/3e47273e5ef7a8c6eec6409c0c3887687ba2a9b4,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/backend/core/sql/update_retailer_bqtables.sql#L58
op4All,wiki,Google-Tag-Manager-(GTM)-Configuration.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,5,5,5,5,5,5,https://github.com/google/co-op-4-all/wiki/Google-Tag-Manager-(GTM)-Configuration/3e47273e5ef7a8c6eec6409c0c3887687ba2a9b4,https://github.com/google/co-op-4-all/blob/40938b16c5542c5a6e7b009d33763dad13ad72d5/frontend/src/index.html#L5
BigQuery,wiki,Google-Tag-Manager-(GTM)-configuration.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,.,.,https://github.com/google/co-op-4-all/wiki/Google-Tag-Manager-(GTM)-configuration/e110cc9e256b586b1572308f8f4aaeac1ff19cac,https://github.com/google/co-op-4-all/blob/1a4512b2ee302de0102627ec28344471703aa5b1/frontend/src/app/modules/retailers/retailers.component.ts#L84
op4All,wiki,Google-Tag-Manager-(GTM)-configuration.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,https://github.com/google/co-op-4-all/wiki/Google-Tag-Manager-(GTM)-configuration/e110cc9e256b586b1572308f8f4aaeac1ff19cac,https://github.com/google/co-op-4-all/blob/1a4512b2ee302de0102627ec28344471703aa5b1/frontend/src/index.html#L5
op4All,wiki,Home.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,-,.,-,-,-,-,-,-,https://github.com/google/co-op-4-all/wiki/Home/7406a1bba9e9bb3fb32fc2a886ef95f77f0c7edc,https://github.com/google/co-op-4-all/blob/1a4512b2ee302de0102627ec28344471703aa5b1/frontend/src/index.html#L5
