code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,doc_link,source_link
assert_module_test,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,0,0,0,0,0,0,0,0,0,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/fe1b69fcdf42951cc130ce2b3e4f076ce575127e/doc/index.html#L174
assert_module_test.c,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,3,3,3,3,3,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/2dc4c889a9e231b5a47ef7cf38161772fb585b09/doc/index.html#L174
"assert_string_equal(found->value, key_values[i].value)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/key_value_test.c#L59
assert_string_equal(get_status_code_string(0),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/assert_macro_test.c#L28
assert_string_equal(get_status_code_string(1),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/assert_macro_test.c#L29
assert_true(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,0,0,0,0,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/2dc4c889a9e231b5a47ef7cf38161772fb585b09/doc/index.html#L217
assert_true(connect_to_customer_database(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/customer_database_test.c#L48
assert_true(found),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/key_value_test.c#L57
assert_true(kv[i - 1].key < kv[i].key),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/key_value_test.c#L68
assert_{type}_equal(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,2,2,2,2,2,0,0,0,0,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/2dc4c889a9e231b5a47ef7cf38161772fb585b09/doc/index.html#L219
assert_{type}_not_equal(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,1,1,1,1,1,0,0,0,0,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/2dc4c889a9e231b5a47ef7cf38161772fb585b09/doc/index.html#L219
buffer_overflow(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,8,8,8,8,8,8,4,4,4,4,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/allocate_module_test.c#L22
buffer_overflow_test(void **state),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/allocate_module_test.c#L31
buffer_underflow(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,8,8,8,8,8,8,4,4,4,4,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/allocate_module_test.c#L23
buffer_underflow_test(void **state),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/allocate_module_test.c#L36
calculator.c,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,35,35,35,35,35,33,33,33,33,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/windows/makefile#L141
calculator_test,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,92,92,73,73,73,73,73,73,73,73,73,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/windows/makefile#L98
calculator_test.c,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,20,20,20,20,20,18,18,18,18,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/windows/makefile#L152
calloc(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,0,0,0,0,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/2dc4c889a9e231b5a47ef7cf38161772fb585b09/doc/index.html#L285
"calloc(num, size)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,2,2,2,2,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/calculator.c#L67
check_expected(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,10,10,10,10,10,10,7,7,7,7,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/google/cmockery.h#L77
check_expected(port),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L30
check_expected(url),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L29
cmockery,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,82,73,73,73,73,80,80,80,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/399faa2654b7da1940bf6c0d74f14468b7059512/windows/makefile#L16
connect_to_customer_database(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,3,3,3,3,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/customer_database_test.c#L22
connect_to_database,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,3,3,3,3,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L27
"connect_to_database(""customers.abcd.org"", 321)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/customer_database.c#L25
"connect_to_database(""products.abcd.org"", 322)",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database.c#L20
connect_to_database(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,3,3,3,3,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L42
connect_to_product_database(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,11,11,11,11,11,11,6,6,6,6,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L22
create_key_values,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,2,2,2,2,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/key_value_test.c#L74
create_key_values(void **state),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/key_value_test.c#L41
customer_database,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,42,42,23,23,23,23,23,23,23,23,23,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/windows/makefile#L123
customer_database.c,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,20,20,20,20,20,18,18,18,18,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/windows/makefile#L189
customer_database_test,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,89,89,70,70,70,70,70,70,70,70,70,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/windows/makefile#L101
customer_database_test.c,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,20,20,20,20,20,18,18,18,18,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/windows/makefile#L187
customer_ids,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/customer_database_test.c#L57
customer_name,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,3,3,3,3,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/customer_database_test.c#L24
database.h,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,18,18,18,18,18,10,10,10,10,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L20
database_url,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/customer_database_test.c#L35
decrement_value(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/assert_module_test.c#L34
decrement_value(int * const value),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/assert_module.c#L32
decrement_value_fail(void **state),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/assert_module_test.c#L36
destroy_key_values,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,2,2,2,2,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/key_value_test.c#L75
destroy_key_values(void **state),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/key_value_test.c#L48
docs/user_guide.md,repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,code_element is a file name
expect_*(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,5,5,5,5,5,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/google/cmockery.h#L169
expect_assert_failure(),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,2,2,2,2,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/google/cmockery.h#L363
expect_assert_failure(decrement_value(NULL),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/assert_module_test.c#L37
expect_assert_failure(increment_value(NULL),repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/assert_module_test.c#L31
"expect_string(connect_to_database, url, ""products.abcd.com"")",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,1,1,1,1,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L44
"expect_string(connect_to_database, url, ""products.abcd.org"")",repo,README.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,2,2,2,2,-,-,-,https://github.com/google/cmockery/blob/1a6551788bca7206899e0042f35c774cbd59041d/README.md,https://github.com/google/cmockery/blob/d340e1cc01cb10ee086ed927f50ae712bca78a5c/src/example/product_database_test.c#L35
