code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,doc_link,source_link
encodeURI,wiki,Language:-JavaScript.md,.,.,.,.,.,.,.,.,.,.,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/diff-match-patch/wiki/Language:-JavaScript/b2d96e529ae9f7c96b59d724f0be80af11f163e6,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/objectivec/NSString+UriCompatibility.m#L28
javascript,wiki,Language:-JavaScript.md,.,.,.,.,.,.,.,.,.,.,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,https://github.com/google/diff-match-patch/wiki/Language:-JavaScript/b2d96e529ae9f7c96b59d724f0be80af11f163e6,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/tests/speedtest.html#L5
javascript/diff_match_patch.js,wiki,Language:-JavaScript.md,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/diff-match-patch/wiki/Language:-JavaScript/b2d96e529ae9f7c96b59d724f0be80af11f163e6,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/demos/patch.html#L5
javascript/diff_match_patch_uncompressed.js,wiki,Language:-JavaScript.md,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/diff-match-patch/wiki/Language:-JavaScript/b2d96e529ae9f7c96b59d724f0be80af11f163e6,code_element is a file name
javascript/tests/diff_match_patch_test.html,wiki,Language:-JavaScript.md,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/diff-match-patch/wiki/Language:-JavaScript/b2d96e529ae9f7c96b59d724f0be80af11f163e6,code_element is a file name
javascript/tests/speedtest.html,wiki,Language:-JavaScript.md,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/diff-match-patch/wiki/Language:-JavaScript/b2d96e529ae9f7c96b59d724f0be80af11f163e6,code_element is a file name
API,wiki,Language:-Lua.md,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/diff-match-patch/wiki/Language:-Lua/1635c7f3a704302aa58c235b72a53bf63e46304c,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/lua/diff_match_patch.lua#L66
diff_match_patch,wiki,Language:-Lua.md,.,.,.,.,.,.,.,.,.,.,275,275,275,275,275,275,275,275,275,275,275,354,354,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,https://github.com/google/diff-match-patch/wiki/Language:-Lua/1635c7f3a704302aa58c235b72a53bf63e46304c,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L28
diff_match_patch_test,wiki,Language:-Lua.md,.,.,.,.,.,.,.,.,.,.,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,https://github.com/google/diff-match-patch/wiki/Language:-Lua/1635c7f3a704302aa58c235b72a53bf63e46304c,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/tests/diff_match_patch_test.html#L35
dmp.diff_cleanupSemantic,wiki,Language:-Lua.md,.,.,.,.,.,.,.,.,.,.,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,https://github.com/google/diff-match-patch/wiki/Language:-Lua/1635c7f3a704302aa58c235b72a53bf63e46304c,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/diff_match_patch_test.py#L299
dmp.diff_main,wiki,Language:-Lua.md,.,.,.,.,.,.,.,.,.,.,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,169,169,169,169,https://github.com/google/diff-match-patch/wiki/Language:-Lua/1635c7f3a704302aa58c235b72a53bf63e46304c,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L41
lua,wiki,Language:-Lua.md,.,.,.,.,.,.,.,.,.,.,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/diff-match-patch/wiki/Language:-Lua/1635c7f3a704302aa58c235b72a53bf63e46304c,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/lua/tests/speedtest.lua#L10
API,wiki,Language:-Objective-C.md,.,.,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/diff-match-patch/wiki/Language:-Objective-C/ee79fcc0212c2ef3a4ccd836549f4f9f5f924019,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/lua/diff_match_patch.lua#L66
DiffMatchPatchTest,wiki,Language:-Objective-C.md,.,.,.,.,.,.,.,.,.,.,.,.,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,https://github.com/google/diff-match-patch/wiki/Language:-Objective-C/ee79fcc0212c2ef3a4ccd836549f4f9f5f924019,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/diff_match_patch_test.py#L34
API,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/lua/diff_match_patch.lua#L66
diff_match_patch,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,259,259,259,259,259,259,259,259,259,259,259,340,340,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L28
diff_match_patch(),wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L37
diff_match_patch_test,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/tests/diff_match_patch_test.html#L35
dmp.diff_cleanupSemantic,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/diff_match_patch_test.py#L299
dmp.diff_main,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,169,169,169,169,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L41
dmp_module,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L28
python2,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python2/tests/speedtest.py#L1
python3,wiki,Language:-Python.md,.,.,.,.,.,.,.,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/diff-match-patch/wiki/Language:-Python/9ca138c71d8c97a1d87b1d17e59ad1a37f4eab42,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L1
JavaScript,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,11,11,12,12,12,11,11,11,11,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/objectivec/NSString+UriCompatibility.m#L28
diff_charsToLines,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,37,37,37,37,37,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/diff_match_patch_test.py#L152
diff_linesToChars,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,60,60,60,60,60,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/diff_match_patch_test.py#L129
diff_match_patch(),wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L37
dmp.diff_charsToLines_,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/tests/diff_match_patch_test.js#L192
dmp.diff_cleanupSemantic(diffs);,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/tests/diff_match_patch_test.js#L344
dmp.diff_linesToChars_,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/tests/diff_match_patch_test.js#L167
dmp.diff_main,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,169,169,169,169,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/speedtest.py#L41
"indexOf('\n', lineStart)",wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/diff_match_patch_uncompressed.js#L492
lineArray,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,129,129,129,129,130,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,137,137,137,137,137,137,137,139,139,139,139,139,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/diff_match_patch.py#L394
lineEnd,wiki,Line-or-Word-Diffs.md,.,.,.,.,.,.,.,.,.,57,57,57,57,58,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,https://github.com/google/diff-match-patch/wiki/Line-or-Word-Diffs/f4b56455e8de7956622c0e517e3f9a8964537f68,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/diff_match_patch.py#L417
</TD>,wiki,Plain-Text-vs.-Structured-Content.md,.,.,.,.,.,.,.,.,.,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/diff-match-patch/wiki/Plain-Text-vs.-Structured-Content/35cd617b8009821d47e73785fa6a44dd31a8325e,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/javascript/tests/speedtest.html#L265
HTML,wiki,Plain-Text-vs.-Structured-Content.md,.,.,.,.,.,.,.,.,.,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,https://github.com/google/diff-match-patch/wiki/Plain-Text-vs.-Structured-Content/35cd617b8009821d47e73785fa6a44dd31a8325e,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/diff_match_patch.py#L1060
diff_xIndex,wiki,Plain-Text-vs.-Structured-Content.md,.,.,.,.,.,.,.,.,.,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,https://github.com/google/diff-match-patch/wiki/Plain-Text-vs.-Structured-Content/35cd617b8009821d47e73785fa6a44dd31a8325e,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/tests/diff_match_patch_test.py#L471
GNU,wiki,Unidiff.md,.,.,.,.,.,.,.,.,.,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,https://github.com/google/diff-match-patch/wiki/Unidiff/22682c3f2f21fdca57b3fe91f0752dce7e922201,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/python3/diff_match_patch.py#L1876
JavaScript,wiki,Unidiff.md,.,.,.,.,.,.,.,.,.,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,11,11,12,12,12,11,11,11,11,https://github.com/google/diff-match-patch/wiki/Unidiff/22682c3f2f21fdca57b3fe91f0752dce7e922201,https://github.com/google/diff-match-patch/blob/62f2e689f498f9c92dbc588c58750addec9b1654/objectivec/NSString+UriCompatibility.m#L28
