code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,doc_link,source_link
True,repo,README.md,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,54,54,54,54,54,54,60,66,66,66,67,67,67,67,67,68,68,68,68,68,71,71,72,72,72,72,72,72,72,72,72,72,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,77,77,77,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L65
TypeError,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,5,5,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L262
ValueError,repo,README.md,-,-,-,-,-,-,-,36,36,36,36,36,37,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,52,53,53,53,53,53,53,53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L165
WARRANTIES,repo,README.md,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L11
WITHOUT,repo,README.md,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,30,30,30,30,30,30,30,30,30,30,30,30,30,30,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L11
WasCalled().Once().With(...),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L1616
WasCalled().With(...).Once(),repo,README.md,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L1616
"With(*a, **k)",repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L1605
any_order=False),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L1968
any_order=True),repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L1935
args,repo,README.md,-,-,-,-,-,-,-,12,12,12,12,12,12,12,12,112,112,112,113,113,113,111,111,114,114,114,114,114,114,114,114,114,114,114,114,114,115,115,115,115,115,115,115,115,115,115,116,116,116,116,119,119,119,119,119,119,119,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,135,135,135,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L143
"assertEqual(a, b)",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L28
assertFalse(),repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/convert.py#L28
"assertIn(a, d)",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L30
assertTrue(),repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/convert.py#L26
assertTrue(a in d and b in d),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L31
assertTrue(a in d or b in d or c in d),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L32
assertTrue(a),repo,README.md,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/convert.py#L25
"assert_any_call(*a, **k)",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L1613
"assert_called_once_with(*a, **k)",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L1604
"assert_called_with(*a, **k)",repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L1601
d.items(),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/ab105a949ea795d620db4342e45ad309c9232deb/truth/truth.py#L144
e,repo,README.md,-,-,-,-,-,-,-,35,35,31,31,31,31,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,35,35,35,35,33,33,33,33,33,33,33,33,33,33,35,35,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/upload_release.sh#L3
message,repo,README.md,-,-,-,-,-,-,-,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L526
msg,repo,README.md,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L2292
nan,repo,README.md,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L1638
r,repo,README.md,-,-,-,-,-,-,-,-,64,64,64,64,64,64,64,99,99,99,99,99,99,99,99,99,99,99,99,100,102,102,102,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,111,111,111,111,111,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,117,117,117,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/upload_release.sh#L5
self.assertRaises(Error),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L33
self.assertTrue(c),repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth.py#L29
set,repo,README.md,12,12,12,12,12,12,12,12,14,16,16,16,16,16,16,21,21,21,22,22,22,22,22,22,22,22,22,23,23,23,23,23,24,24,24,24,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/upload_release.sh#L3
truth,repo,README.md,331,331,330,327,324,321,321,321,321,323,324,324,325,332,334,341,341,341,341,341,341,341,355,355,355,355,355,361,365,365,365,368,397,400,404,412,424,428,428,429,429,430,431,431,431,431,433,435,435,436,436,436,435,435,436,436,436,435,435,435,436,436,436,436,436,436,436,438,438,437,437,437,442,442,442,https://github.com/google/pytruth/blob/56847e72ddd11ee754d37cefb798b94f66107921/README.md,https://github.com/google/pytruth/blob/2c3717ddad6e0b894c834df4ca74658cb8781d9b/truth/truth_test.py#L15
