code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,doc_link,source_link
ASCII,repo,README.md,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Parser.java#L1317
AutoValue,repo,README.md,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L21
"BufferedReader(InputStreamReader(inputStream, StandardCharsets.UTF_8)",repo,README.md,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/e1df919688c3a876d00defbfb5387dbc45a59e2e/src/main/java/com/google/escapevelocity/Template.java#L59
BufferedReader(new InputStreamReader(in),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L44
EscapeVelocity,repo,README.md,24,26,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L99
EvaluationException,repo,README.md,13,14,12,12,12,12,13,13,13,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L165
HTML,repo,README.md,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L14
HashMap,repo,README.md,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L37
"IOException(""Unknown resource: "" + resourceName)",repo,README.md,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Template.java#L57
"IllegalArgumentException(""Could not find resource foo.vm"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L42
InputStream,repo,README.md,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L30
Iterable,repo,README.md,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/DirectiveNode.java#L110
List,repo,README.md,31,27,21,21,21,21,23,23,23,23,29,27,27,27,27,27,27,27,25,25,25,25,26,26,26,26,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/MethodFinderTest.java#L25
List.get(int),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L142
Map,repo,README.md,47,42,34,34,34,34,41,41,41,41,41,41,41,41,41,41,41,41,42,52,52,52,52,52,52,52,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L39
Map.get(Object),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L143
OK,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L130
Reader,repo,README.md,14,13,11,11,11,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Template.java#L21
ResourceOpener,repo,README.md,-,-,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1260
Set,repo,README.md,4,4,3,3,3,3,9,9,9,9,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L302
String.valueOf(v),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L97
StringReader,repo,README.md,6,10,9,9,9,9,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L31
Template,repo,README.md,21,28,22,22,22,22,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L111
Template.evaluate,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L103
Template.from(Reader),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L32
Template.parseFrom(reader),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L45
TemplateVars,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L377
VelocityHacks,repo,README.md,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L22
[23],repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L435
[],repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,11,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L204
\\,repo,README.md,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/41e1baa2107aeae15ea258a24cd0c2c5acab8317/src/main/java/com/google/escapevelocity/Parser.java#L1020
_,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,2,2,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Parser.java#L1299
addItem,repo,README.md,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L128
"addItem(""scones"", 23)",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L127
bonjour,repo,README.md,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L271
boolean,repo,README.md,35,35,31,31,31,31,34,34,34,35,35,35,35,35,35,35,35,35,35,52,54,54,54,54,54,54,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L132
count,repo,README.md,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Parser.java#L1341
"equals(null, null)",repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L317
false,repo,README.md,58,59,52,52,52,52,52,52,52,52,54,54,54,54,54,54,54,54,54,58,61,61,64,64,64,64,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L257
foo,repo,README.md,37,55,50,50,50,50,59,59,59,62,61,66,66,66,66,66,66,66,74,41,41,41,42,42,42,42,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L189
foo.vm,repo,README.md,-,-,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b88cef57c9af77e2f50616095af83b5c9eebe1eb/src/main/java/com/google/escapevelocity/Reparser.java#L227
get,repo,README.md,40,37,34,34,34,34,40,40,40,40,41,41,41,41,41,41,41,41,40,43,42,40,40,40,40,40,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L105
getClass(),repo,README.md,19,20,18,18,18,18,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L421
"getResourceAsStream(""foo.vm"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L40
getTotal(),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L116
gettotal(),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L116
"greet(""bonjour"" ""monde"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L284
"greet(""bonjour"", ""monde"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L283
hasNext,repo,README.md,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/DirectiveNode.java#L125
index,repo,README.md,27,27,16,16,16,16,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b0cbf38a86358128a40845eeff0f015431f46fda/src/test/java/com/google/escapevelocity/TemplateTest.java#L366
inputStream,repo,README.md,-,-,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/main/java/com/google/escapevelocity/Template.java#L55
isTotal(),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L116
istotal(),repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L117
lemons,repo,README.md,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L235
null,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,154,154,154,154,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L148
oranges,repo,README.md,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L235
"put(""language"", ""French"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L64
"put(""original"", ""toe"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L65
"put(""translated"", ""orteil"")",repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L66
resourceName,repo,README.md,-,-,100,100,100,100,103,103,103,103,118,100,100,100,100,100,100,100,100,100,100,100,107,107,107,107,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1260
resourceOpener,repo,README.md,-,-,15,15,15,15,15,15,15,15,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1260
result,repo,README.md,22,24,12,12,12,12,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1083
template.evaluate(vars),repo,README.md,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L1269
true,repo,README.md,64,65,59,59,59,59,60,60,60,60,64,66,66,66,66,66,68,68,68,70,70,72,72,72,72,72,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L81
v,repo,README.md,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/89ea4ddf7f3d0005543fb740481eeb0dc5cddac9/src/main/java/com/google/escapevelocity/README.md#L96
||,repo,README.md,22,22,20,20,20,20,18,18,18,18,17,17,17,17,17,17,17,17,18,19,18,16,16,16,16,16,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/README.md,https://github.com/google/escapevelocity/blob/b201b070f95a231ce1308659705df2f736dd1d82/src/test/java/com/google/escapevelocity/TemplateTest.java#L649
